ID,Primary Thematic,Secondary Thematic,Platform,Content Family,Content Types,Owner Team,Author Team,Contact Team,Content Name (EN),Content Name (FR),Content Version,Default Language,Other Languages,Status,Creation Date,Published Date,Last Update Date,Next Review Date,Content Description,Activities,Audience,Data Classification,Periodicity,Key Words,Comms GPT?,Pre-Archiving?,Content Published Link,Content - Event Name,Content - Persons,Content - Geo,Content - BNPP Entities,Content - Times,Content - Cause,Content - Consequence,Content - Thematics
MED_155,Digital Transformation,Compliance,Podcast Platform;Intranet;Social Media,Awareness Campaign,Interactive Content,Social Media,IT Operations,Strategy,HR Onboarding Webinar Series — S7,Série Webinaires Onboarding RH — S7,1.2,French,,Active,2022-07-14,2024-08-17,2024-02-03,2026-10-26,This media content covers digital transformation for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Brand Management,Regulators;Executive Committee,Public,Monthly,transformation;campaign,In Progress,No,,,CEO;CIO,LATAM;APAC,Cetelem;BNP Paribas Cardif;Hello bank!,Long-term,Market Evolution,,digital;awareness
MED_156,Finance,Operations,Corporate Website;Teams;Intranet,Product Launch,Webinar,Data Office,Press & Media,Marketing,Innovation Lab Showcase — S7,Showcase Lab Innovation — S7,2.1,English,,Published,2021-03-08,2023-05-02,2024-03-17,2026-01-06,This media content covers finance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management,Regulators;Clients,Restricted,Monthly,awareness;content;communication,No,No,,,Head of Comms;CDO;CIO,France;Americas,Nickel;BNP Paribas CIB;Arval,Immediate,Regulatory Change,Compliance,communication;social;ESG;awareness
MED_157,Compliance,Digital Transformation;People & Culture,SharePoint;Podcast Platform,Awareness Campaign,Interactive Content,IT Operations,Social Media,Marketing,Sustainability Infographic Pack — S7,Pack Infographies Développement Durable — S7,1.1,French,,Published,2021-04-16,2023-04-07,2024-02-13,2026-05-18,This media content covers compliance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Clients,Public,Annual,innovation;awareness;social;media,Yes,No,https://intranet.bnpparibas.com/media/157,Digital Day,Head of Comms,APAC;Middle East,Arval;BNP Paribas CIB;Hello bank!,Medium-term,Client Request,,digital;innovation;brand;campaign
MED_158,Innovation,Client Experience,Mass Mailing;Podcast Platform;Teams,Awareness Campaign,Live Stream,Press & Media,Press & Media,Press & Media,Brand Guidelines Video — S7,Vidéo Charte de la Marque — S7,1.2,French,English;German,Draft,2021-10-02,2024-01-20,2025-01-01,2026-08-20,This media content covers innovation for clients. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production;Communication,Board;Managers,Confidential,Ad hoc,engagement;media;brand;communication,N/A,Yes,https://sharepoint.bnpparibas.com/media/158,Product Launch,CEO;Head of Comms,LATAM,BNP Paribas SA;Arval,Short-term,Regulatory Change,Employee Engagement,digital;social;engagement
MED_159,ESG,Data & AI;People & Culture,YouTube;Intranet,Event Coverage,Infographic,Marketing,Press & Media,IT Operations,Client Experience Story Series — S7,Série Story Expérience Client — S7,1.1,French,,Published,2022-08-29,2024-03-16,2024-11-22,2025-09-23,This media content covers esg for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Content Production;Digital Publishing,Board;Public;Clients,Restricted,Quarterly,campaign;content,N/A,Yes,https://youtube.bnpparibas.com/159,ESG Summit,Head of Comms,Europe,BNP Paribas CIB;Cetelem;BNP Paribas Cardif,Short-term,,Brand Awareness,ESG;social;campaign;content
MED_160,ESG,Risk Management,SharePoint;Social Media,Event Coverage,Interactive Content,Employee Engagement,Social Media,HR,Data & AI Awareness Campaign — S7,Campagne Sensibilisation Data & IA — S7,4.1,French,German;Spanish,Published,2022-11-13,2023-11-05,2025-02-01,2025-12-28,This media content covers esg for partners. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing;Campaign Management,Board;Executive Committee,Internal,Ad hoc,content;brand,No,Yes,https://sharepoint.bnpparibas.com/media/160,Townhall,CDO,Middle East;Americas,Cetelem;Hello bank!;Nickel,Immediate,Client Request,Brand Awareness,content;innovation;engagement
MED_161,Compliance,Innovation;Digital Transformation,Podcast Platform,Training Series,Podcast,Press & Media,Strategy,Communication,Townhall Live Stream 2024 — S7,Live Stream Townhall 2024 — S7,2.2,English,Spanish;French;English,Archived,2021-04-21,2023-07-15,2025-01-12,2026-12-10,This media content covers compliance for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Partners,Restricted,Weekly,innovation;digital,N/A,No,https://sharepoint.bnpparibas.com/media/161,Brand Event,CDO;CEO,France;Americas,BNP Paribas SA;Arval,,Client Request,Compliance,ESG;engagement
MED_162,People & Culture,Innovation;Client Experience,Podcast Platform;Mass Mailing;Intranet,Training Series,Email,HR,HR,HR,Green Finance Email Campaign — S7,Campagne Email Finance Verte — S7,4.1,French,German;Italian;Spanish,Archived,2021-07-05,2023-01-12,2024-04-02,2025-09-03,This media content covers people & culture for regulators. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement;Digital Publishing,Regulators;Partners;Managers,Internal,Monthly,ESG;content;engagement;social,No,Yes,,ESG Summit,,France,Arval;Cetelem,Short-term,Internal Initiative,,content;media
MED_163,Compliance,Digital Transformation,Mass Mailing,External Campaign,Podcast,Employee Engagement,Strategy,HR,People & Culture Podcast — S7,Podcast Personnes & Culture — S7,4.2,English,,Under Review,2021-07-22,2024-01-21,2024-07-19,2025-11-02,This media content covers compliance for clients. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Brand Management;Campaign Management,Partners;All Employees,Internal,One-time,digital;engagement;campaign;innovation;brand,N/A,No,https://intranet.bnpparibas.com/media/163,Brand Event,Head of Comms;CMO,France;LATAM,BNP Paribas Cardif,Medium-term,,,transformation;digital
MED_164,Digital Transformation,Risk Management,Mass Mailing;SharePoint;YouTube,Training Series,Interactive Content,Press & Media,Communication,IT Operations,Cybersecurity Awareness Month — S7,Mois Sensibilisation Cybersécurité — S7,3.1,English,Italian;Spanish,Draft,2021-07-12,2023-09-03,2024-05-15,2025-10-24,This media content covers digital transformation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Campaign Management,Board,Public,Weekly,social;brand;campaign;innovation;digital,N/A,Yes,,ESG Summit,,Americas,Cetelem;Arval;Hello bank!,Short-term,Internal Initiative,Compliance,digital;transformation
MED_165,Risk Management,Client Experience,YouTube;Teams,Product Launch,Live Stream,Communication,Marketing,Data Office,EXCO Strategy Presentation Video — S7,Vidéo Présentation COMEX Stratégie — S7,2.2,French,,Archived,2021-10-18,2023-10-09,2024-11-11,2025-09-30,This media content covers risk management for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement;Content Production,Managers;Regulators,Restricted,Annual,digital;ESG,In Progress,Yes,https://intranet.bnpparibas.com/media/165,Digital Day,,Global,Nickel,Immediate,,Compliance,content;brand;social
MED_166,Data & AI,Finance,Podcast Platform,Product Launch,Live Stream,Brand,Strategy,Social Media,Diversity & Inclusion Campaign — S7,Campagne Diversité & Inclusion — S7,3.1,French,Spanish;English,Approved,2023-03-18,2024-11-13,2024-09-08,2026-09-17,This media content covers data & ai for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Content Production;Digital Publishing,Public,Public,Monthly,brand;digital;transformation;campaign,In Progress,No,https://youtube.bnpparibas.com/166,Brand Event,CDO,Americas,BNP Paribas SA;Hello bank!;BNP Paribas Cardif,Short-term,Internal Initiative,,innovation;ESG;digital;communication
MED_167,Operations,Finance;People & Culture,Podcast Platform,Product Launch,Article,Marketing,Communication,HR,FinTech Innovation Series — S7,Série Innovation Fintech — S7,3.1,French,,Active,2021-05-01,2023-01-19,2024-03-08,2025-10-11,This media content covers operations for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,All Employees;Partners,Restricted,Monthly,media;campaign;communication;ESG,Yes,Yes,https://sharepoint.bnpparibas.com/media/167,Townhall,,Europe,BNP Paribas CIB;Hello bank!,Medium-term,,,engagement;digital;media;content
MED_168,Innovation,Client Experience;Operations,SharePoint;Teams,Brand Content,Email,IT Operations,Employee Engagement,Data Office,Risk Management Webinar — S7,Webinaire Gestion des Risques — S7,3.2,English,English,Archived,2021-04-15,2024-10-09,2024-07-14,2026-04-12,This media content covers innovation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management,All Employees;Clients,Public,Annual,content;ESG,Yes,Yes,,ESG Summit,,Americas;Middle East,BNP Paribas SA;Nickel,Immediate,Client Request,Client Acquisition,transformation;content
MED_169,ESG,People & Culture,Corporate Website;YouTube;Intranet,Event Coverage,Video,Data Office,Employee Engagement,Strategy,Internal Brand Refresh Campaign — S7,Campagne Rafraîchissement Marque Interne — S7,4.0,French,English,Archived,2021-11-27,2024-09-21,2025-01-13,2025-09-11,This media content covers esg for partners. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Communication,Managers,Confidential,Ad hoc,campaign;digital;ESG,Yes,No,https://intranet.bnpparibas.com/media/169,ESG Summit,,France;Americas,Arval;BNP Paribas CIB;Nickel,Immediate,Client Request,Client Acquisition,ESG;communication
MED_170,Data & AI,Compliance;Risk Management,Social Media;Podcast Platform,Editorial Series,Interactive Content,Social Media,Brand,Press & Media,Client Onboarding Digital Journey — S7,Parcours Digital Onboarding Client — S7,2.1,English,English,Published,2022-11-25,2024-06-05,2024-06-26,2025-12-08,This media content covers data & ai for regulators. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing,Board;Partners;All Employees,Public,Ad hoc,media;transformation;innovation;campaign,N/A,Yes,,Annual Results,CIO;CEO,LATAM,Nickel;BNP Paribas SA,,Internal Initiative,Brand Awareness,awareness;transformation;ESG
MED_171,Digital Transformation,Compliance;Client Experience,Podcast Platform;Mass Mailing,Product Launch,Infographic,HR,Employee Engagement,Employee Engagement,ESG Reporting Interactive Tool — S7,Outil Interactif Reporting ESG — S7,2.0,English,,Archived,2022-09-13,2024-02-09,2025-02-18,2026-12-27,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Communication;Brand Management,Executive Committee;Partners,Restricted,Quarterly,communication;media;social,N/A,Yes,,,,France,Cetelem;Hello bank!;BNP Paribas CIB,,,Client Acquisition,ESG;content;campaign
MED_172,People & Culture,Data & AI;Finance,Podcast Platform,Training Series,Webinar,Social Media,Strategy,Marketing,Employee Engagement Survey Campaign — S7,Campagne Enquête Engagement Collaborateurs — S7,3.1,English,,Active,2022-03-14,2024-09-15,2024-02-24,2025-10-22,This media content covers people & culture for clients. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Campaign Management,Partners,Restricted,Ad hoc,digital;content;awareness;media;campaign,In Progress,No,,Digital Day,Head of Comms;CEO,Global;Europe,BNP Paribas Cardif,Long-term,Market Evolution,Compliance,social;brand;media
MED_173,Compliance,Operations,YouTube;Intranet,Product Launch,Webinar,Strategy,Strategy,Strategy,Digital Banking Infographic — S7,Infographie Banque Digitale — S7,3.0,French,Italian,Archived,2022-09-07,2024-12-13,2024-03-23,2025-12-28,This media content covers compliance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Content Production,Managers,Internal,Quarterly,brand;engagement;campaign;innovation;transformation,In Progress,Yes,https://youtube.bnpparibas.com/173,Digital Day,,Middle East,BNP Paribas Cardif;Cetelem,Short-term,,,content;brand;awareness;media
MED_174,Finance,Client Experience,Teams;Mass Mailing,External Campaign,Campaign,HR,HR,Communication,AML Awareness Series — S7,Série Sensibilisation LCB-FT — S7,4.0,French,French,Approved,2022-09-25,2023-09-19,2025-04-01,2026-07-05,This media content covers finance for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing,Clients;All Employees;Executive Committee,Confidential,Weekly,digital;campaign;media,In Progress,Yes,,Townhall,CIO,Middle East,BNP Paribas Cardif;BNP Paribas SA,Short-term,Market Evolution,Client Acquisition,ESG;brand;digital
MED_175,ESG,Data & AI,YouTube;SharePoint,Awareness Campaign,Video,HR,Social Media,Employee Engagement,Corporate Social Responsibility Report Video — S7,Vidéo Rapport Responsabilité Sociale des Entreprises — S7,4.0,French,German,Archived,2022-09-18,2023-06-04,2024-12-06,2026-05-07,This media content covers esg for partners. It provides engaging storytelling and brand alignment across digital channels.,Communication,Board;Managers,Public,One-time,engagement;awareness,In Progress,Yes,https://intranet.bnpparibas.com/media/175,ESG Summit,,Middle East;Europe,BNP Paribas SA;BNP Paribas CIB;BNP Paribas Cardif,,,,innovation;social;digital
MED_176,Data & AI,Compliance;Operations,Teams;Mass Mailing,Brand Content,Story,Social Media,HR,Social Media,ESG Social Media Campaign 2024 — S8,Campagne Réseaux Sociaux ESG 2024 — S8,3.0,French,Italian;German;Spanish,Draft,2021-12-18,2023-08-21,2025-04-21,2026-02-24,This media content covers data & ai for all employees. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication,Executive Committee;Regulators;Managers,Confidential,Weekly,engagement;awareness;brand;ESG,Yes,No,,,,Middle East;APAC,Arval,,Client Request,,social;awareness;ESG
MED_177,People & Culture,Innovation;Operations,YouTube;Teams;Intranet,Training Series,Webinar,Employee Engagement,Brand,Social Media,Digital Transformation Intranet Series — S8,Série Intranet Transformation Digitale — S8,1.1,English,,Published,2023-05-08,2023-05-01,2025-02-11,2025-12-20,This media content covers people & culture for partners. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Partners;Public;Executive Committee,Confidential,Quarterly,campaign;content;innovation;transformation;communication,N/A,Yes,https://intranet.bnpparibas.com/media/177,ESG Summit,,Europe,Cetelem,,,,transformation;awareness
MED_178,Digital Transformation,Data & AI;Compliance,Mass Mailing,Editorial Series,Story,Communication,Strategy,HR,Compliance Awareness Podcast — S8,Podcast Sensibilisation Conformité — S8,1.1,French,French,Approved,2021-07-28,2024-04-25,2024-05-14,2026-08-12,This media content covers digital transformation for partners. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Regulators;Partners;Managers,Public,Ad hoc,content;social,In Progress,Yes,https://intranet.bnpparibas.com/media/178,Brand Event,,Europe;Americas,Nickel;BNP Paribas Cardif,Short-term,Internal Initiative,Employee Engagement,media;engagement
MED_179,Compliance,Risk Management;Operations,Intranet,Event Coverage,Email,HR,Brand,Strategy,Annual Results Video Campaign — S8,Campagne Vidéo Résultats Annuels — S8,1.0,French,French,Active,2022-12-24,2023-09-12,2024-04-29,2025-12-16,This media content covers compliance for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Brand Management,Executive Committee,Confidential,One-time,communication;media,Yes,Yes,,Townhall,Head of Comms;CEO,APAC;Europe,BNP Paribas CIB;BNP Paribas SA,,Market Evolution,,social;media
MED_180,Digital Transformation,Finance;Compliance,YouTube;Podcast Platform;Teams,External Campaign,Article,HR,HR,Brand,HR Onboarding Webinar Series — S8,Série Webinaires Onboarding RH — S8,4.2,English,,Draft,2022-12-18,2024-05-13,2024-12-27,2026-12-13,This media content covers digital transformation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Executive Committee;Clients,Restricted,One-time,awareness;media,In Progress,Yes,,Brand Event,CIO;CEO,France;Middle East,Hello bank!;BNP Paribas Cardif,Medium-term,Strategic Decision,,media;social;brand;awareness
MED_181,People & Culture,Operations,Social Media,Training Series,Email,Press & Media,Data Office,Social Media,Innovation Lab Showcase — S8,Showcase Lab Innovation — S8,1.0,English,Italian,Under Review,2023-03-07,2024-09-24,2024-10-04,2025-06-08,This media content covers people & culture for board. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement,Public;Board,Public,Monthly,awareness;social;communication,N/A,No,https://sharepoint.bnpparibas.com/media/181,,,Global,BNP Paribas CIB,Long-term,Internal Initiative,Brand Awareness,transformation;engagement;brand;ESG
MED_182,Operations,Innovation;Finance,Teams;YouTube,Event Coverage,Story,HR,Strategy,Employee Engagement,Sustainability Infographic Pack — S8,Pack Infographies Développement Durable — S8,3.0,English,,Archived,2021-09-12,2023-03-04,2025-04-10,2026-12-14,This media content covers operations for all employees. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Campaign Management,Board,Public,One-time,awareness;social,In Progress,No,https://sharepoint.bnpparibas.com/media/182,,CIO,Europe,BNP Paribas CIB;BNP Paribas SA,Immediate,,,social;ESG;media;brand
MED_183,Innovation,ESG,Corporate Website;SharePoint,Product Launch,Infographic,Employee Engagement,Employee Engagement,Data Office,Brand Guidelines Video — S8,Vidéo Charte de la Marque — S8,1.0,French,English;Spanish,Archived,2021-04-17,2024-04-23,2024-10-28,2026-02-14,This media content covers innovation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Board;Executive Committee;Partners,Internal,Quarterly,digital;content,Yes,No,https://youtube.bnpparibas.com/183,Product Launch,,Europe,Cetelem;Nickel;Arval,Long-term,Strategic Decision,Brand Awareness,digital;innovation;transformation
MED_184,Finance,Digital Transformation,Mass Mailing;Social Media,Training Series,Story,Social Media,Press & Media,HR,Client Experience Story Series — S8,Série Story Expérience Client — S8,2.0,English,,Published,2021-09-23,2023-09-06,2025-02-26,2026-10-27,This media content covers finance for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management,Executive Committee;Clients;Managers,Internal,Ad hoc,social;ESG;communication;innovation;campaign,In Progress,No,,Product Launch,,LATAM;Americas,Cetelem;Hello bank!,Medium-term,,Cost Reduction,digital;content;engagement;brand
MED_185,Innovation,Data & AI,Podcast Platform;Social Media;Corporate Website,Product Launch,Podcast,Communication,Communication,Strategy,Data & AI Awareness Campaign — S8,Campagne Sensibilisation Data & IA — S8,3.1,French,,Archived,2022-07-19,2023-12-05,2024-10-16,2025-06-28,This media content covers innovation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production,Public;Managers,Confidential,Quarterly,ESG;digital,In Progress,No,,,Head of Comms;CEO,APAC;LATAM,Nickel;Arval;BNP Paribas SA,Medium-term,Strategic Decision,Brand Awareness,content;innovation
MED_186,Digital Transformation,Compliance;Client Experience,Teams;Podcast Platform;Corporate Website,Editorial Series,Infographic,IT Operations,HR,Marketing,Townhall Live Stream 2024 — S8,Live Stream Townhall 2024 — S8,1.2,French,French;Italian,Draft,2022-01-14,2025-01-29,2025-02-28,2025-11-01,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,All Employees;Executive Committee,Internal,Quarterly,digital;engagement;ESG,In Progress,Yes,https://intranet.bnpparibas.com/media/186,Brand Event,,Europe,BNP Paribas SA;BNP Paribas Cardif;Hello bank!,,Strategic Decision,,ESG;social;media;campaign
MED_187,Finance,ESG;Digital Transformation,Podcast Platform;Intranet,Training Series,Live Stream,Social Media,IT Operations,Marketing,Green Finance Email Campaign — S8,Campagne Email Finance Verte — S8,1.0,English,,Under Review,2022-02-13,2023-07-09,2025-02-07,2026-08-19,This media content covers finance for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Stakeholder Engagement,Clients,Public,Ad hoc,awareness;transformation;ESG;digital;content,No,No,,Annual Results,CDO;CMO,Americas;LATAM,Cetelem;BNP Paribas CIB;BNP Paribas Cardif,,Client Request,Cost Reduction,digital;awareness;innovation
MED_188,Risk Management,Compliance,Teams,Event Coverage,Video,Communication,HR,Brand,People & Culture Podcast — S8,Podcast Personnes & Culture — S8,3.0,English,Spanish,Under Review,2021-01-14,2023-03-28,2025-01-17,2026-06-06,This media content covers risk management for clients. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,All Employees;Public,Restricted,Quarterly,campaign;media,N/A,Yes,https://youtube.bnpparibas.com/188,,CEO;CIO,APAC;LATAM,BNP Paribas Cardif,Medium-term,Strategic Decision,,engagement;brand
MED_189,Digital Transformation,Finance;People & Culture,YouTube;Teams;Mass Mailing,Internal Campaign,Email,Marketing,HR,Communication,Cybersecurity Awareness Month — S8,Mois Sensibilisation Cybersécurité — S8,4.0,English,,Approved,2022-05-18,2024-09-09,2024-10-04,2026-07-25,This media content covers digital transformation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Managers;All Employees,Public,One-time,social;campaign;transformation;communication,N/A,No,,ESG Summit,CEO,France;Middle East,Hello bank!;Nickel;Arval,Long-term,Market Evolution,Compliance,ESG;social
MED_190,Finance,ESG;People & Culture,YouTube;Intranet,Internal Campaign,Infographic,IT Operations,Brand,Social Media,EXCO Strategy Presentation Video — S8,Vidéo Présentation COMEX Stratégie — S8,1.1,French,,Active,2021-03-05,2023-07-23,2024-01-22,2025-11-22,This media content covers finance for all employees. It provides engaging storytelling and brand alignment across digital channels.,Communication;Stakeholder Engagement,Regulators;Board;Public,Internal,Monthly,digital;communication;content,Yes,No,https://intranet.bnpparibas.com/media/190,ESG Summit,,Global;Americas,BNP Paribas SA,Medium-term,,Brand Awareness,social;innovation;campaign;communication
MED_191,Compliance,Finance,Intranet;Podcast Platform,Event Coverage,Podcast,Employee Engagement,Press & Media,Press & Media,Diversity & Inclusion Campaign — S8,Campagne Diversité & Inclusion — S8,3.1,English,Italian,Active,2022-10-27,2025-01-27,2024-03-28,2025-06-30,This media content covers compliance for clients. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production,Regulators;Partners;Board,Restricted,Quarterly,content;transformation;ESG;media,In Progress,No,https://sharepoint.bnpparibas.com/media/191,Annual Results,,APAC;Global,BNP Paribas SA;Nickel;BNP Paribas Cardif,,Client Request,Client Acquisition,ESG;brand;engagement
MED_192,Digital Transformation,Finance,Mass Mailing,Brand Content,Video,HR,Brand,IT Operations,FinTech Innovation Series — S8,Série Innovation Fintech — S8,3.0,French,French,Under Review,2021-10-03,2023-06-12,2024-02-07,2025-12-18,This media content covers digital transformation for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Communication,Board,Confidential,Monthly,campaign;communication,No,No,,Brand Event,CDO;CIO,APAC;Middle East,Hello bank!;BNP Paribas CIB;Arval,,Regulatory Change,Client Acquisition,campaign;content;media
MED_193,Risk Management,Digital Transformation;Data & AI,SharePoint,Event Coverage,Webinar,Employee Engagement,HR,Brand,Risk Management Webinar — S8,Webinaire Gestion des Risques — S8,2.0,English,English;French;Italian,Active,2021-05-23,2023-08-20,2024-10-04,2026-09-23,This media content covers risk management for managers. It provides engaging storytelling and brand alignment across digital channels.,Communication;Content Production,Public;Board,Internal,Annual,transformation;innovation,Yes,Yes,,ESG Summit,CMO;CIO,Europe,BNP Paribas SA,Long-term,Strategic Decision,Employee Engagement,ESG;engagement
MED_194,ESG,Innovation;Operations,Podcast Platform;SharePoint,Internal Campaign,Video,Data Office,Strategy,Brand,Internal Brand Refresh Campaign — S8,Campagne Rafraîchissement Marque Interne — S8,2.1,French,,Archived,2023-03-18,2025-02-19,2024-06-24,2025-09-26,This media content covers esg for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management,Clients,Internal,Weekly,engagement;brand;ESG;digital,N/A,No,https://sharepoint.bnpparibas.com/media/194,,CIO;CEO,Europe;France,Arval,,Regulatory Change,Cost Reduction,digital;innovation;awareness
MED_195,Innovation,People & Culture;Client Experience,YouTube;Podcast Platform;Teams,Editorial Series,Live Stream,Brand,Brand,Communication,Client Onboarding Digital Journey — S8,Parcours Digital Onboarding Client — S8,1.0,French,,Draft,2021-02-19,2024-06-13,2025-03-23,2026-12-05,This media content covers innovation for all employees. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing;Stakeholder Engagement,Partners;Regulators;Board,Restricted,Annual,ESG;brand,Yes,No,,,Head of Comms;CMO,Global,BNP Paribas SA;BNP Paribas Cardif;BNP Paribas CIB,,Regulatory Change,,digital;transformation;campaign
MED_196,Compliance,ESG;Operations,Teams;Intranet;Corporate Website,Training Series,Infographic,Marketing,Press & Media,Employee Engagement,ESG Reporting Interactive Tool — S8,Outil Interactif Reporting ESG — S8,3.1,English,Spanish;French,Under Review,2023-01-28,2023-12-29,2024-02-26,2026-05-01,This media content covers compliance for managers. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Stakeholder Engagement;Content Production,All Employees,Confidential,Ad hoc,engagement;communication;brand;media,N/A,Yes,,,,LATAM,Arval;BNP Paribas SA;BNP Paribas Cardif,Short-term,Market Evolution,Brand Awareness,brand;digital
MED_197,Data & AI,Digital Transformation,Mass Mailing;Teams,Event Coverage,Infographic,Social Media,Brand,Communication,Employee Engagement Survey Campaign — S8,Campagne Enquête Engagement Collaborateurs — S8,4.0,English,Italian;French,Archived,2022-06-23,2025-01-11,2024-07-30,2026-09-15,This media content covers data & ai for clients. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Content Production,Clients;Public,Internal,Monthly,awareness;innovation,In Progress,Yes,,Product Launch,CDO,Europe,Arval;BNP Paribas CIB,Immediate,Regulatory Change,Cost Reduction,brand;transformation
MED_198,People & Culture,Data & AI;Digital Transformation,Intranet,Event Coverage,Webinar,Data Office,Social Media,Strategy,Digital Banking Infographic — S8,Infographie Banque Digitale — S8,3.2,English,,Published,2023-02-23,2023-08-18,2024-11-03,2026-08-26,This media content covers people & culture for managers. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Stakeholder Engagement,All Employees;Executive Committee;Partners,Public,Annual,media;campaign;transformation;awareness;communication,In Progress,No,https://intranet.bnpparibas.com/media/198,,CDO;CEO,Middle East;Global,BNP Paribas CIB;BNP Paribas SA;Nickel,Immediate,Internal Initiative,,content;campaign;social
MED_199,Client Experience,Finance;Risk Management,Corporate Website,Editorial Series,Campaign,Strategy,Brand,Social Media,AML Awareness Series — S8,Série Sensibilisation LCB-FT — S8,1.0,French,German;French,Approved,2021-09-22,2023-01-22,2024-02-23,2026-07-25,This media content covers client experience for public. It provides engaging storytelling and brand alignment across digital channels.,Communication;Digital Publishing,Partners;Public,Internal,Monthly,campaign;digital,Yes,Yes,https://sharepoint.bnpparibas.com/media/199,Townhall,CIO;CEO,Middle East,Arval;BNP Paribas CIB,Medium-term,Strategic Decision,,social;content;engagement
MED_200,Operations,Compliance,Teams,Product Launch,Article,Social Media,Employee Engagement,Communication,Corporate Social Responsibility Report Video — S8,Vidéo Rapport Responsabilité Sociale des Entreprises — S8,1.0,English,,Archived,2023-04-02,2024-09-25,2025-04-13,2025-11-27,This media content covers operations for clients. It provides engaging storytelling and brand alignment across digital channels.,Communication;Digital Publishing;Brand Management,Executive Committee;Public,Confidential,Quarterly,communication;innovation;digital;media,In Progress,Yes,https://intranet.bnpparibas.com/media/200,Digital Day,,Middle East,BNP Paribas SA,Long-term,Market Evolution,Cost Reduction,content;engagement;awareness;innovation
MED_201,Finance,Digital Transformation;Compliance,YouTube,Editorial Series,Podcast,Brand,Employee Engagement,Strategy,ESG Social Media Campaign 2024 — S9,Campagne Réseaux Sociaux ESG 2024 — S9,4.1,French,Spanish,Approved,2022-05-17,2024-06-28,2024-07-01,2026-04-14,This media content covers finance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Communication;Stakeholder Engagement,Public;Board,Public,Annual,digital;campaign;innovation;brand,Yes,No,,ESG Summit,Head of Comms;CEO,APAC;LATAM,Hello bank!;Nickel,Short-term,Market Evolution,Client Acquisition,social;ESG;awareness
MED_202,Innovation,ESG,Podcast Platform,Editorial Series,Infographic,Employee Engagement,Press & Media,IT Operations,Digital Transformation Intranet Series — S9,Série Intranet Transformation Digitale — S9,2.1,English,,Draft,2023-02-12,2023-10-13,2024-03-19,2026-11-27,This media content covers innovation for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,All Employees,Internal,One-time,campaign;media;communication;digital,N/A,Yes,https://sharepoint.bnpparibas.com/media/202,Annual Results,,LATAM;Americas,BNP Paribas SA,Long-term,,,innovation;content;media;transformation
